"title","share_title","share_description","content"
"正念减压课程从业者工作心得","正念减压课程从业者工作心得","10 年来在不同领域不懈努力的正念同道们讲述他们学习正念的体会和心得，为学习正念的朋友提供启发和帮助","正念起源于古老的东方智慧，20 世纪 70 年代在西方得到关注和研究。1979 年，乔恩·卡巴金（Jon Kabat-Zinn）博士在麻省大学医学院创立了减压门诊，推行以正念为基础的减压疗法（MBSR）。MBSR 以正念为基础，结合压力心理学、认知神经科学等知识，40 多年来，帮助了成千上万被各种压力苦痛困扰的人们，也吸引了心理学、行为科学、脑神经科学等领域众多学者的兴趣和深入研究，并被推广到更多领域。

2011 年11 月，卡巴金博士第一次来到中国内地，正式把正念减压课程带到了内地（之前去过香港）。这个结合了东方智慧和西方科学的课程，回到了它发源的土壤，就得到了迅速的发展和推广。10 年来，在热爱正念的同道们的努力下，不仅正念减压课程，以它为基础的正念认知疗法（MBCT）、正念癌症康复、正念分娩、正念饮食、正念睡眠、正念养育、正念领导力等课程都得到了相应的拓展。正念先行者们分别在高校科研、疾病医疗（特别是慢性疼痛疾病、癌症康复等）、焦虑抑郁等心理问题、亲子教养、企业管理等不同领域工作，为人们的身心健康、和谐发展做出了巨大的努力。

本书邀请10 年来在不同领域持续不懈努力的正念同道们讲述他们学习正念的体会和心得，以及在各自领域所做的努力和已经取得的成果，以记录这10 年的历史，并希望借此给未来有志于学习正念的朋友一些启发和帮助，让正念之花在它原生的土地上再次绽放并繁花似锦。"
"你已足够好","你已足够好","一起学习如何治愈这种“我还不够好”的错误信念，从而在你生活的方方面面开启无限可能。","学习如何治愈这种“我还不够好”的错误信念，从而在你生活的方方面面开启无限可能。"
"你已足够好-深度探索","你已足够好-深度探索","一起探索出现在我们生活中方方面面的“我还不够好”的错误信念，
然后面对它，接受它，处理它，放下它。","这是一个深度探索的系列课程。我们将探讨生活中那些让自己感觉不够好的方面，这种感觉会让我们陷入困境，让我们止步不前。

在这个系列课中，我们将会通过专注于生活的特定领域：如财富、健康、人际关系、以及自身的内在力量和积极心态，探索出现在这些特定领域中“我还不够好”的错误信念，释放与之相关的任何过去的伤痛、记忆和信念，给积极的情绪创造更多的内心空间，从而获得 “我已足够好”的全然体验。

坚持练习，你会发现，你的财务问题、健康问题、人际关系、 内在力量、以及心态都会发生积极的转变。

*我们建议您在练习本系列课之前至少完成一次 “你已足够好” 轻敲冥想。"
"什么是轻敲疗愈？","什么是轻敲疗愈？","快速入门∣结合西方心理学和东方经络穴位按摩的自我疗愈技术","轻敲冥想是一套结合了东方经络穴位按摩及西方心理学的自我疗愈技术，也被称为情绪释放技术。
通过轻敲眉头、眼睛外侧、眼睛下面、鼻子下面、嘴巴下面、锁骨、腋下、头顶这8个穴位，疏通经络能量，有效消除压力与负面情绪，实现15分钟快速减压、释放负面情绪或创伤，从而恢复身心平衡。"
"大自然冥想","大自然冥想","春暖花开，心向爱打开，领悟大自然的启迪","春暖花开，万物欣欣向荣，邀请你到户外冥想吧~

聆听清晨的鸟鸣，仰望辽阔的夜空，躺在野花盛开的草地上，或者静静地在森林中行走。
我们可以在任何自然环境中培养觉知的品质。

在户外大自然中冥想得越多，感官体验越是生动和鲜活，我们就越能毫不费力地专注，并获得更多平静和喜悦。这也是一条通往洞见、快乐和惊奇之路，它还能帮助你的心向爱打开，并让你的心为大自然的启迪所触动。

本课程中，我们将在多种姿势中培养正念，从静坐，躺下、行走、漫步到站立，从而学会以清醒的觉知来生活，获得更大的自由与轻松。"
"8周正念幸福课练习","8周正念幸福课练习","8周正念幸福课练习","8周正念幸福课练习"
"来自母爱的肯定","来自母爱的肯定","你的内在小孩，渴望听到的，爱的语言","这是一个疗愈内在小孩的练习。
在这个练习中，你会被爱和安全包裹着，
听到你内心深处最渴望听到的，来自母亲的，爱的肯定。
坚持这个练习至少21天，你将会看到你内心深处的巨大变化。"
"5天释放焦虑","5天释放焦虑","我们常常对焦虑感到束手无策，这套为期5天的课程将帮助我们通过敲击穴位释放掉那些存在于我们呼吸中、身体上、内心里，以及头脑中的焦虑。","这是一个专为帮助你释放焦虑、放松心灵、重拾内心平静而设计的5天短期课程。
通过简单易行的敲击穴位技巧和温和的练习，我们将引导你在五天内逐步释放呼吸中、身体上、内心里，以及头脑中的焦虑。
坚持练习，这个课程都将为你提供实际有效的帮助。"
"颂钵声浴","颂钵声浴","能量调频，净化心灵，深度助眠","能量调频，净化心灵，缓解焦虑情绪，深度解压助眠。"
"鸟语颂钵","鸟语颂钵","自然疗愈之音，清除负能量","闭上眼睛，静静感受大自然的疗愈力量，和全身心的放松。"
"七脉轮深层清理","七脉轮深层清理","清理脉轮堵塞，净化气场，深度放松","疏通能量淤堵，净化气场，消除所有负能量。"
"声频疗法音乐","声频疗法音乐","5种强大的频率，带你进入平静和谐的疗愈世界","这是一个融合了五种强大频率的音乐疗愈体验。这张专辑将带你进入一个充满平静、和谐与内在治愈的世界。

174Hz - 深度放松与疼痛缓解
这种频率被称为“疼痛缓解频率”，它能够带来深度的放松和镇痛效果。无论是在工作压力后，还是在身体不适时，这首音乐都能帮助您缓解压力，舒缓疼痛，让心灵重归平静。

396Hz - 释放恐惧与内在稳定
帮助你释放内心深处的恐惧和罪恶感，促进情绪的稳定与安全感。走出负面情绪的阴影，恢复内在的力量与勇气，迎接生活中的每一天。

432Hz - 自然和谐与情绪平衡
被誉为“宇宙频率”的432Hz，具有自然和谐的振动，听起来更为柔和和悦耳。这首音乐旨在帮助你平衡情绪，减轻压力和焦虑，让你的身心在自然的频率中获得疗愈与平静。

528Hz - 奇迹频率与DNA修复
528Hz被称为“奇迹频率”，可以促进DNA的修复和再生。这首音乐不仅能提升身体自愈能力，还能带来深层的情感疗愈，帮助我们找到内在的爱与幸福。

963Hz - 内在觉醒与宇宙连接
帮助你恢复与宇宙的连接，激活松果体，提升内在的觉醒。这首音乐将引领你进入一个更高的意识层次，带来深层的精神觉悟和清晰的头脑。

每一首音乐以特定的频率为基础，通过和谐的旋律和振动，带给你独特的疗愈体验。无论是在冥想、放松还是自我疗愈的过程中，这张专辑都将成为你的得力助手。

让我们一起在声频疗法的音乐中找到内在的平静与治愈，开启身心的全新旅程吧！"
"清理情绪冥想","清理情绪冥想","释放身体里积压的所有情绪","通过温和的引导和深度的放松，你将释放那些困扰你的负面情绪，从而恢复内心的平静与和谐。
无论你是感到压力、焦虑，还是愤怒、悲伤、或愧疚，这个课程将为你提供一个安全的空间，让你在冥想中找到疗愈和重生的力量。"
"清理大脑杂念·果壳","果壳&颂钵音疗","快速清空大脑，安神助眠","快速清空大脑，安神助眠"
"清理大脑杂念·丁夏","清心·丁夏","让世界安静下来，清空思绪，获得安宁。","让世界安静下来，清空思绪，获得安宁。"
"冥想初体验","冥想初体验","花五分钟时间，体验正念冥想的力量。","跟随引导，体验正念冥想的力量。"
"5分钟感受呼吸","5分钟感受呼吸","感受呼吸，是回到当下最快的方法。","感受呼吸，是回到当下最快的方法。"
"5分钟正念觉察","5分钟正念觉察","觉察，是一切心理疗愈的基础。","觉察，是一切心理疗愈的基础。"
"5分钟如实接纳","5分钟如实接纳","不把所谓的“应该想到，应该看到，应该感受到”强加给我们的体验。我们只是对所思、所感、所见，全然开放。包容，并接纳。","不把所谓的“应该想到，应该看到，应该感受到”强加给我们的体验。我们只是对所思、所感、所见，全然开放。包容，并接纳。"
"5分钟正念练习","5分钟正念练习","5分钟感受正念冥想带给你的，当下的力量。","5分钟感受正念冥想带给你的，当下的力量，快速放松，身心合一。"
"睡前缓解身体不适","睡前缓解身体不适","深度舒缓放松助眠，启动身体自主修复","我很放松，很平静
我相信我的身体在自我疗愈
我是安全的，被支持着的，被爱着的"
"海边颂钵疗愈","海边颂钵疗愈","伴随钵音，沉浸式感知大海的疗愈力量。","伴随着钵音，沉浸式感知大海的疗愈力量。"
"沿河漂流","沿河漂流","古老河船上的静谧漂流，带你沉入梦乡","古老河船上的静谧漂流，带你沉入梦乡"
"5天轻松入睡","5天轻松入睡-敲出好睡眠","帮助你敲出好睡眠~","欢迎来到5天轻松入睡的轻敲疗愈冥想练习。敲击法已帮助许多人改善了与睡眠的关系。我们通过敲击穴位，以及积极的自我暗示来重塑我们的大脑和神经系统，帮助我们消除压力，改善睡眠模式。

每天晚上当你准备睡觉的时候，你可以用一个敲击冥想来帮助你的身体放松。我们将从不同的角度来帮助你解决睡眠问题，包括平静你的大脑思绪、消除失眠带来的压力、释放神经紧张、帮助你更快入睡，等等。

这个课程将会是对你睡眠的一次强有力的重置，帮助你放下旧有的不良睡眠模式，准备好迎接优质的睡眠和充足休息吧！

祝你今晚睡个好觉！"
